Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2782,356,24,361,166,1283,174,189,147,674,Commanche,7757
2534,227,28,402,-65,636,169,252,208,1304,Commanche,2705
3223,69,26,270,57,525,237,179,57,2067,Neota,7757
2977,187,8,484,56,2124,221,246,159,2185,Commanche,7756
3151,270,4,42,2,1242,208,241,171,474,Commanche,7202
2545,353,17,30,7,693,188,207,155,3247,Rawah,7102
3707,331,2,1124,261,5320,213,236,160,3582,Commanche,8776
2227,334,28,270,90,1045,145,190,178,842,Cache,4703
3267,6,18,242,44,3187,195,203,142,3363,Commanche,7700
3236,64,12,134,17,4584,231,215,114,1399,Rawah,7202
2768,85,29,120,30,277,246,176,38,1358,Rawah,7746
3298,0,3,270,33,5673,215,234,156,532,Rawah,7201
2590,328,17,277,124,566,176,218,180,424,Commanche,4703
3200,188,16,268,-19,3308,220,250,159,760,Commanche,7757
3024,263,28,335,243,2537,139,240,232,1587,Commanche,4758
3076,294,14,577,262,1608,180,236,195,430,Commanche,4758
2978,70,13,42,10,5283,234,213,108,2353,Rawah,7745
3152,221,9,547,65,190,209,249,176,2341,Commanche,7202
3183,225,4,255,92,2851,215,243,166,1107,Commanche,7756
3011,332,6,30,0,4027,207,233,165,1123,Rawah,7746
3074,60,16,212,37,2685,231,206,103,1057,Commanche,7757
2130,30,34,255,62,285,188,145,71,745,Cache,4703
2929,1,22,192,24,391,182,192,143,458,Commanche,7755
2854,94,4,335,53,3462,225,234,144,6339,Rawah,7746
2374,78,26,127,34,120,243,184,55,842,Cache,2705
3257,32,12,300,6,774,217,214,130,2382,Rawah,7201
2964,300,18,603,330,1498,166,229,202,1816,Commanche,7757
3252,188,16,511,166,3371,219,250,159,780,Commanche,7757
3002,85,8,190,26,5114,232,227,128,1214,Rawah,7745
3018,145,13,446,61,467,238,238,128,1484,Rawah,7202
2511,228,13,67,10,1060,200,252,187,1034,Cache,2717
3265,77,5,0,0,1036,227,230,138,2192,Rawah,8771
3225,194,17,162,19,805,215,252,165,1138,Rawah,7202
2881,8,7,342,22,2986,212,227,152,3710,Rawah,4744
2983,193,12,85,4,1358,219,249,163,379,Commanche,4758
2366,100,12,0,0,616,239,224,113,940,Commanche,5101
3095,349,5,175,26,1803,211,232,159,564,Commanche,7202
3230,194,10,134,10,3276,219,248,163,1237,Commanche,7202
3127,80,8,170,24,870,231,225,127,1832,Rawah,7201
2669,56,11,60,10,1302,227,217,122,842,Rawah,7202
2382,111,21,376,67,459,250,213,81,1082,Cache,2704
3033,342,12,182,46,953,196,222,165,1894,Commanche,7756
2676,358,6,60,5,1535,210,228,156,1153,Rawah,7745
2923,270,5,295,39,1523,207,241,173,1332,Commanche,7756
2570,181,16,277,61,2053,224,248,152,1830,Commanche,2703
3055,138,6,60,-4,2210,230,238,142,3538,Commanche,7700
3070,325,13,0,0,3108,187,225,178,2461,Rawah,7202
2073,338,27,247,-69,607,150,189,171,631,Cache,4703
3066,278,7,85,-4,2073,201,241,180,1324,Commanche,7202
3224,214,18,67,13,2210,200,254,184,3849,Neota,7202
3153,301,15,247,46,2821,176,232,196,2594,Rawah,7745
3121,290,12,420,13,2312,185,238,193,2520,Commanche,7756
3050,32,24,595,134,4444,207,181,100,4134,Rawah,7745
3080,94,34,175,28,2784,250,169,19,1214,Commanche,7757
2785,40,14,120,17,875,220,208,119,3055,Commanche,7700
3032,16,4,390,57,2955,216,231,152,497,Commanche,7756
3148,354,9,127,14,2292,206,225,158,2610,Rawah,7746
2603,141,12,120,-4,2589,238,236,126,2067,Commanche,4704
3297,76,24,201,50,659,241,188,65,1044,Neota,7700
2459,314,23,437,204,600,153,215,199,503,Cache,4703
3129,328,16,306,71,4809,181,220,178,2989,Rawah,7746
3163,28,12,90,2,1728,215,213,133,300,Rawah,7202
2996,135,8,382,83,2502,234,237,134,1749,Commanche,7756
2796,95,12,0,0,2137,239,222,112,2947,Rawah,7202
2757,67,8,127,26,2913,228,224,129,4999,Rawah,4744
3394,216,6,339,45,1922,214,246,168,2308,Commanche,7756
2109,64,25,362,58,391,234,181,65,474,Cache,2702
2996,73,13,268,13,2341,235,213,107,2595,Commanche,7755
3319,25,18,108,0,3537,208,198,122,2816,Commanche,8772
3167,137,15,466,96,430,242,233,115,785,Commanche,7756
3109,31,13,408,28,1465,216,212,129,3235,Commanche,7757
3106,33,10,780,-68,4256,218,219,136,4112,Rawah,7202
3353,183,14,1053,114,2698,223,249,155,1989,Commanche,8772
3328,89,13,201,8,2698,239,219,108,1642,Commanche,8771
3042,21,22,900,274,999,200,188,118,1503,Commanche,7700
3103,299,21,649,290,1839,158,228,208,641,Commanche,4758
2811,205,14,531,70,3977,211,252,173,1650,Commanche,7702
2755,118,11,192,24,2619,240,230,118,6705,Rawah,4744
3170,121,23,150,27,4183,252,214,77,2121,Rawah,7202
3202,237,12,362,39,2715,199,250,187,882,Commanche,7756
3068,79,9,150,26,1495,232,224,124,2589,Rawah,7102
3377,329,10,531,38,1421,197,229,171,1218,Commanche,8771
3080,65,5,120,10,2619,225,230,140,1828,Commanche,7756
2949,67,14,201,22,4735,233,211,107,4387,Rawah,7745
3139,87,13,532,58,1451,239,218,108,2698,Commanche,7756
2916,65,12,153,36,5205,232,215,113,4121,Rawah,7745
2846,299,13,234,-37,1452,183,235,192,1380,Commanche,7756
3231,68,11,150,3,3005,232,218,117,2496,Rawah,7745
2932,39,9,242,37,741,221,219,133,1698,Commanche,7756
2950,174,6,150,4,1749,224,243,153,2122,Commanche,7756
3230,112,13,649,42,3095,242,225,109,2984,Commanche,7756
2298,223,24,150,68,1006,181,254,200,470,Cache,2702
2742,94,11,330,102,1240,238,223,115,2184,Rawah,4744
2577,33,7,192,11,516,219,226,143,1027,Commanche,4704
3233,104,25,85,47,3344,252,200,60,3705,Rawah,8771
2950,2,21,300,51,404,186,195,142,558,Commanche,7755
3096,81,16,153,55,870,240,209,95,1613,Commanche,7756
2715,54,12,30,-4,1736,227,213,117,1450,Rawah,7102
2787,52,15,210,52,1533,227,206,108,2466,Rawah,7745
2455,312,18,85,11,607,169,224,194,693,Commanche,6102
2939,345,5,108,2,1591,211,232,160,201,Commanche,7756
3225,30,5,330,92,2673,218,228,146,1254,Commanche,7755
2867,89,21,162,-18,365,246,202,76,1775,Rawah,7746
3177,260,11,636,33,6141,195,246,190,1107,Rawah,7746
3233,143,7,323,42,5766,231,239,140,3123,Rawah,7745
2700,61,11,390,73,2456,229,217,120,2336,Commanche,4703
2907,313,17,153,43,1945,173,225,192,1031,Commanche,7755
3160,347,3,162,-18,870,213,234,159,1060,Neota,7201
3121,68,8,67,5,5332,229,223,127,3024,Rawah,7201
2590,63,12,175,25,255,230,215,116,1519,Rawah,4744
3020,179,13,170,19,1471,225,247,152,450,Commanche,4758
2757,7,18,150,25,902,196,202,140,1947,Commanche,4703
2703,9,6,60,15,1583,214,228,152,781,Rawah,7745
2593,99,10,212,61,853,236,227,121,3504,Rawah,7745
2879,331,20,108,25,1409,170,212,179,1445,Rawah,7745
3032,339,8,67,8,938,203,228,164,1356,Neota,7201
3368,208,19,765,223,1146,203,254,180,4266,Neota,8771
3202,33,20,484,126,990,212,193,110,1190,Rawah,7201
3072,39,10,480,73,2892,221,217,130,1794,Commanche,7756
2779,221,35,362,-97,3187,158,247,205,1624,Commanche,4758
3220,26,12,192,32,646,214,214,134,1189,Neota,7700
2121,155,27,124,57,603,239,231,103,953,Cache,2703
3210,117,11,313,49,1032,239,230,120,2016,Neota,7202
2870,45,5,0,0,4235,222,228,142,5998,Rawah,7102
3050,333,11,134,22,4020,196,226,170,2293,Rawah,7745
2749,2,8,470,102,2652,209,225,154,1481,Commanche,7756
2835,187,15,175,29,3690,220,250,158,3297,Rawah,4744
2930,32,14,42,0,1499,216,210,126,1478,Commanche,7202
2907,63,25,201,72,3463,233,180,65,2387,Rawah,7745
3080,234,8,366,37,5773,206,248,178,1884,Rawah,7201
3307,319,10,774,32,2206,193,231,177,882,Commanche,7756
2949,8,32,242,90,242,166,160,117,1851,Rawah,7746
2975,243,11,467,59,5478,199,249,187,3937,Rawah,7745
3380,351,14,845,109,1237,195,216,159,1806,Commanche,8771
3006,87,47,175,-65,511,234,118,0,1463,Rawah,7745
2894,159,10,134,11,2382,231,242,142,2539,Commanche,7702
3313,349,14,1291,296,1956,193,216,160,1917,Commanche,8771
3099,114,18,170,38,1184,248,218,91,1578,Commanche,7700
2882,21,12,175,27,3622,212,213,137,5433,Rawah,7745
2514,62,14,60,21,192,231,211,109,566,Cache,4703
3185,293,14,313,42,2732,179,236,197,2639,Rawah,7745
2991,196,9,285,35,1371,218,248,163,1489,Commanche,7755
3068,265,8,0,0,1633,200,244,182,2090,Commanche,7103
3057,44,15,124,14,1065,222,205,114,2279,Commanche,8772
3057,202,19,738,-71,6122,208,253,173,3077,Rawah,7745
2866,358,26,268,95,2242,170,183,143,1221,Commanche,7757
2859,75,21,408,32,962,240,194,74,384,Rawah,7746
3174,261,24,85,18,700,155,244,224,2147,Neota,7202
3149,150,8,150,6,2205,230,240,142,721,Rawah,7202
3385,327,13,433,70,1642,189,225,176,2017,Commanche,7756
3240,3,15,85,10,2257,198,210,148,2613,Rawah,7745
2723,209,24,30,7,604,194,254,184,2215,Commanche,2705
3169,310,8,170,20,2579,198,235,176,1034,Commanche,7202
2371,117,12,67,7,484,240,229,118,1294,Cache,2705
3194,58,9,30,-1,1276,227,221,128,1544,Rawah,8771
3158,87,17,60,20,1530,242,210,92,2490,Rawah,7745
3088,64,19,210,47,1104,234,198,89,1380,Commanche,7757
3137,159,9,134,1,731,230,242,143,2317,Neota,7202
2906,350,4,162,19,1892,212,233,158,1434,Commanche,7756
2870,22,8,690,84,2106,215,222,144,1020,Commanche,4704
2942,81,15,60,0,4319,239,212,99,5188,Rawah,4744
3258,73,15,212,49,3130,236,210,102,2330,Rawah,7745
3316,330,18,124,38,1911,176,216,179,1945,Neota,7202
2866,268,37,330,232,1487,104,225,245,1463,Commanche,4758
3007,81,11,170,31,1624,235,219,114,1863,Rawah,7201
2166,280,37,60,45,782,96,215,244,633,Cache,4703
3408,83,50,323,174,2355,227,104,0,631,Commanche,8772
3192,27,29,124,33,2323,193,164,91,1566,Commanche,7700
3398,203,8,180,5,2940,216,247,166,379,Commanche,8771
2815,351,11,108,18,1106,201,222,159,2816,Commanche,7755
3132,144,10,319,54,201,235,238,134,3439,Neota,7201
3056,188,25,323,119,3550,213,249,156,1110,Commanche,4758
2937,90,11,390,73,3197,237,222,114,2336,Rawah,7745
2979,149,10,301,53,5305,234,240,137,1790,Rawah,7745
2286,232,33,484,-43,679,150,248,218,832,Cache,2702
3116,9,19,170,46,4384,195,200,138,2928,Rawah,7745
3306,118,20,421,21,1543,249,218,88,2099,Rawah,8771
3271,60,8,488,58,6187,226,224,132,760,Rawah,7201
3252,143,7,408,61,5673,231,239,140,2925,Rawah,7745
2730,20,12,180,54,1320,212,215,139,1998,Rawah,7745
2939,1,12,658,64,680,203,218,152,1100,Commanche,7755
2942,164,15,134,29,4530,232,244,138,2683,Rawah,7746
2950,28,10,30,0,2114,216,217,136,2658,Commanche,7756
2965,315,1,108,13,3918,216,237,159,4952,Rawah,7745
3033,294,8,390,-1,1833,199,238,179,2072,Commanche,7755
2988,2,6,120,11,1307,211,228,154,1782,Commanche,7755
2858,7,10,30,4,1405,208,220,149,2308,Rawah,7745
3170,85,3,283,23,1132,223,234,147,2294,Neota,7202
2844,73,26,42,-3,2040,239,182,58,1464,Commanche,7757
2672,117,25,30,11,1574,253,209,68,1458,Commanche,4758
3230,124,14,339,48,3850,243,229,111,1839,Commanche,7756
3289,332,16,636,218,3187,183,219,175,3438,Commanche,8776
2881,11,19,60,11,4023,196,198,134,2760,Rawah,7745
3471,35,15,680,237,2191,217,206,121,1739,Rawah,8776
2883,59,3,0,0,3542,221,233,148,4992,Rawah,7102
3201,24,19,301,92,3941,206,195,120,1950,Commanche,8772
3203,153,13,277,-6,750,235,240,133,2343,Commanche,7202
2604,163,6,60,-5,969,226,242,150,607,Rawah,4201
3294,81,15,212,29,934,239,212,99,721,Neota,7756
2916,106,6,242,1,3985,231,232,135,5718,Rawah,7745
2767,47,9,60,15,2029,223,220,131,3436,Rawah,4744
2822,265,10,30,8,2461,194,245,190,2281,Commanche,7102
3235,149,11,60,2,1786,235,239,134,1575,Rawah,7745
3094,75,7,295,19,1754,228,228,133,2970,Commanche,7756
2978,111,27,120,1,420,254,200,55,1282,Rawah,7746
2708,285,5,212,41,1136,205,240,174,1741,Rawah,4744
3116,62,13,417,10,3786,230,214,114,3672,Rawah,7745
3165,69,16,395,42,3087,235,206,98,3198,Rawah,7745
2916,94,10,485,7,4857,236,226,120,3046,Rawah,3502
3330,39,10,277,42,1158,221,218,131,2590,Rawah,8771
3197,145,11,85,-7,2316,236,238,131,3959,Neota,7202
3201,124,9,30,-4,2355,235,234,129,4031,Neota,7202
3038,119,15,268,14,3560,245,225,105,108,Rawah,7745
2730,109,12,60,10,1415,241,226,113,2054,Rawah,4744
2515,27,33,120,49,543,186,149,79,1237,Commanche,4703
3368,332,12,834,76,2293,191,224,172,1073,Commanche,7756
2829,68,5,450,35,1929,225,230,139,1842,Rawah,7745
3245,208,10,371,112,2848,213,250,171,1033,Commanche,7755
3217,112,16,42,11,30,246,221,99,757,Neota,7756
2395,22,10,417,153,1544,214,218,140,755,Cache,2717
3052,36,8,85,7,2079,220,221,137,1503,Rawah,7202
2310,353,26,382,210,1140,167,186,150,1237,Cache,4703
2926,135,1,60,-5,3679,221,238,153,6238,Rawah,6101
3129,0,11,644,112,1570,203,219,153,2371,Commanche,7755
3302,146,14,395,84,3065,239,237,124,2240,Rawah,7745
3129,307,14,42,-11,2635,180,231,190,765,Commanche,7202
2969,234,19,30,17,1965,185,253,201,451,Commanche,4758
2823,129,25,85,-6,2976,251,215,76,1463,Commanche,4758
3179,104,4,150,6,5362,226,234,143,2711,Rawah,7202
2886,162,18,1024,108,2463,235,242,131,1440,Commanche,4758
3343,309,15,834,144,900,179,230,191,890,Neota,7202
3099,237,19,108,8,1827,182,253,204,391,Commanche,7756
2978,59,13,0,0,4504,229,213,115,2542,Rawah,7202
2799,214,30,330,104,1384,178,251,193,1390,Commanche,7757
2712,345,16,30,6,3059,187,213,164,1824,Rawah,6101
3154,68,13,934,-69,977,233,213,109,1698,Rawah,7745
3016,77,6,95,15,3479,228,228,134,5327,Rawah,7745
2840,171,23,450,52,1590,229,243,133,1548,Commanche,2705
3053,269,14,313,46,5749,183,244,200,1884,Rawah,7746
3021,11,4,679,167,5645,216,232,153,5187,Rawah,4744
3325,222,12,30,-1,2713,204,252,182,547,Commanche,8771
3175,270,12,30,11,757,188,244,195,1529,Commanche,7202
3188,93,9,525,49,4572,234,227,125,2221,Rawah,7745
3154,45,6,361,16,5769,222,226,139,904,Rawah,7101
3075,38,8,339,17,3461,220,223,138,642,Rawah,7201
3280,24,9,751,205,3927,216,222,142,3693,Rawah,7745
3087,105,18,228,66,892,248,214,88,2133,Rawah,7745
3174,309,3,0,0,5159,210,237,165,2478,Rawah,7101
2458,216,2,457,102,787,217,241,161,1209,Cache,2717
3014,49,15,503,125,2904,225,206,111,700,Commanche,7756
2517,102,19,30,0,1851,248,211,84,488,Commanche,4703
2746,30,7,446,75,2455,218,226,143,2042,Commanche,7756
3104,74,11,95,16,5076,233,219,116,1506,Rawah,7201
2426,315,24,108,40,800,149,212,200,1410,Cache,4703
3034,22,8,190,-5,3219,215,222,144,1022,Commanche,7756
2964,143,22,85,27,4652,245,229,100,1385,Rawah,7746
2747,27,8,285,-9,2074,217,222,141,3810,Rawah,4744
2997,152,18,382,92,690,239,238,121,1839,Commanche,7757
2910,240,4,170,23,4202,212,243,168,3800,Rawah,4744
2569,96,27,90,56,1231,251,190,49,450,Commanche,2705
2787,111,8,335,14,2070,234,231,129,2397,Rawah,4744
2238,341,40,150,94,1209,108,149,160,1455,Cache,4703
2883,0,3,466,46,2516,215,233,156,2496,Rawah,7202
3080,31,4,488,81,5466,219,230,148,3522,Rawah,7745
3230,48,7,120,15,4667,223,224,136,300,Rawah,8771
3466,76,26,698,181,2154,241,182,54,1549,Rawah,8776
2741,93,9,85,-12,1710,235,226,123,1167,Rawah,7745
2057,21,27,134,79,150,191,171,104,408,Cache,4703
2554,61,8,30,0,993,227,223,129,607,Rawah,4201
2662,120,9,150,43,1698,236,233,128,5252,Rawah,7745
2927,43,19,216,28,600,220,196,104,127,Commanche,7757
3043,257,16,319,67,1345,180,248,205,488,Commanche,7756
2995,143,25,90,13,6186,246,225,91,3515,Rawah,7746
2999,194,15,255,45,2400,217,251,164,1062,Commanche,7756
3097,277,20,120,48,2373,162,239,215,726,Commanche,7756
3199,34,10,120,-19,2845,219,218,134,2040,Rawah,7201
2944,310,8,192,23,1956,199,235,175,1731,Commanche,7756
2991,105,13,481,72,5035,241,224,110,5421,Rawah,4744
2925,27,16,485,106,1471,211,203,124,2780,Commanche,7757
2972,12,27,335,26,4751,182,174,118,3848,Rawah,7745
2697,88,14,42,7,2206,240,217,105,2529,Commanche,4704
3278,164,17,547,55,2856,233,243,134,3335,Commanche,7757
2648,322,8,190,31,607,200,232,171,1266,Rawah,7745
3290,252,18,162,66,1440,179,249,207,2569,Rawah,8772
3243,148,9,95,10,1852,232,240,139,1528,Rawah,7202
3179,246,11,242,34,2704,197,249,190,664,Commanche,7755
2528,124,11,95,10,42,239,232,123,674,Cache,2717
2550,57,15,210,22,484,229,208,109,1410,Commanche,4703
2951,344,8,120,17,4054,205,228,162,558,Rawah,7102
2796,52,19,95,8,1503,226,197,97,2313,Commanche,7757
3134,328,9,576,-12,2870,199,230,170,458,Commanche,7756
3182,223,12,319,65,5816,205,251,182,3152,Rawah,7201
3474,101,23,484,40,2565,251,203,67,2147,Rawah,8776
3215,349,14,391,64,3006,194,217,160,742,Commanche,7700
3078,35,13,577,3,1399,218,210,125,2874,Commanche,7757
2921,326,12,240,65,3049,191,227,175,2264,Rawah,7745
3001,289,24,240,72,5867,145,228,220,1549,Rawah,7745
2945,332,8,150,14,1935,201,230,168,834,Commanche,7755
2616,185,8,0,0,1556,222,246,158,127,Commanche,4703
2981,40,14,90,14,228,220,208,119,480,Commanche,7755
3070,27,12,30,7,1396,215,215,135,573,Rawah,7201
2830,138,15,162,81,2011,242,233,117,900,Commanche,4758
3141,352,9,120,21,3009,205,225,158,757,Rawah,7745
3027,345,20,417,195,430,177,205,163,953,Rawah,7746
3324,301,14,277,77,1001,181,233,192,1445,Neota,7201
3074,10,9,424,19,4755,210,221,148,518,Rawah,7745
3025,76,13,268,20,4517,236,216,109,577,Rawah,7746
3246,20,13,443,38,3354,210,211,135,2812,Commanche,7756
2812,55,11,150,48,1747,227,216,121,1321,Commanche,7201
2600,163,7,0,0,2125,227,242,148,1302,Commanche,6102
3004,315,1,0,0,5457,216,237,159,2223,Rawah,7202
3163,180,8,85,5,488,223,245,155,1355,Rawah,7202
3120,169,9,511,79,805,227,244,149,1784,Commanche,7757
3107,23,5,443,32,1921,217,228,148,2801,Commanche,7756
2881,106,12,300,21,3170,241,225,111,2597,Rawah,7745
3142,264,6,212,25,938,204,243,178,1374,Commanche,7202
2419,35,20,67,19,926,213,191,106,1284,Commanche,4703
3124,56,9,234,28,5325,226,222,130,750,Rawah,7745
2671,135,18,175,36,3194,245,229,106,1905,Commanche,2703
3210,328,18,404,74,4128,173,216,181,871,Commanche,7700
2354,340,29,335,204,1307,145,183,169,706,Cache,2717
3174,52,3,60,-1,5172,221,233,149,2789,Rawah,7202
2753,50,24,190,10,1123,223,182,81,2315,Rawah,7745
3000,83,10,150,24,1595,235,222,119,1892,Rawah,7201
3146,61,7,30,4,5472,226,225,133,2193,Rawah,7202
2866,83,25,85,14,3386,245,189,59,4994,Rawah,7745
2987,121,19,300,94,2032,249,221,92,1495,Commanche,7755
3037,90,5,60,3,3212,227,232,139,5455,Rawah,7102
3267,208,23,277,100,2282,197,254,182,1207,Commanche,7757
2849,42,7,0,0,875,221,225,139,443,Commanche,7202
2850,116,26,120,49,124,253,206,64,1008,Rawah,7746
2988,318,21,134,16,2317,160,216,194,959,Rawah,7745
2398,101,19,170,32,655,248,211,83,661,Cache,2702
2965,120,17,120,33,4338,247,224,100,5305,Rawah,7745
2591,23,14,190,41,150,211,209,131,1116,Rawah,7745
3028,217,12,969,228,2850,207,251,179,1348,Commanche,7790
2950,204,21,175,69,5288,204,253,176,983,Rawah,7746
3042,228,21,607,333,2448,183,254,201,1271,Commanche,4758
3021,45,12,408,43,5313,223,214,123,6207,Rawah,4744
2900,22,3,108,14,1838,218,233,153,1492,Commanche,7756
2554,203,15,120,15,1266,211,252,172,2023,Commanche,2705
2497,355,8,90,24,616,207,225,157,1339,Cache,2717
3221,122,4,421,49,4414,228,236,143,1711,Rawah,7745
3097,243,5,67,7,2738,209,244,173,470,Commanche,7202
2882,341,13,120,25,1052,192,220,166,531,Commanche,7755
3350,79,20,570,71,1693,242,199,78,1711,Rawah,8772
3228,105,15,120,16,4186,244,221,103,1879,Rawah,7202
2709,216,20,342,102,2140,196,254,188,2497,Commanche,2705
2940,254,14,987,145,2559,188,248,198,1414,Commanche,7790
2557,344,13,120,13,1082,194,219,164,2278,Commanche,4704
2840,38,11,573,67,2431,220,216,129,2624,Rawah,7746
3157,153,20,150,12,1150,240,236,116,2379,Rawah,7745
2775,345,5,42,-3,2614,211,232,160,2117,Rawah,4744
2854,163,17,424,188,2240,234,242,133,2054,Commanche,4703
3078,97,8,513,53,1627,233,229,129,2374,Rawah,7745
2539,333,22,212,69,759,164,206,178,660,Commanche,4703
2457,86,25,175,70,787,247,190,58,1231,Commanche,2705
3283,309,12,272,51,900,187,232,185,1620,Neota,7202
2654,39,12,277,37,819,220,212,125,765,Rawah,7745
2660,135,4,330,-21,1513,226,238,146,5797,Rawah,7745
3136,27,8,192,17,1591,217,222,141,1110,Neota,7700
3217,204,16,42,14,4953,210,253,174,361,Rawah,8771
2982,225,8,558,66,5596,209,248,176,3804,Rawah,7745
3261,75,14,510,74,1889,236,213,105,1937,Commanche,7756
2973,35,10,268,91,780,219,218,134,1790,Commanche,7700
3137,90,4,300,19,5501,226,233,141,693,Rawah,7745
3082,158,3,42,0,1770,222,239,153,467,Rawah,7202
2995,64,19,351,79,4709,234,198,89,3732,Rawah,7745
3188,180,4,297,56,3037,221,242,156,3555,Rawah,8772
3048,261,3,120,0,2781,212,241,166,685,Rawah,7202
2778,358,29,150,26,1559,163,173,138,1401,Commanche,4703
3192,293,10,510,80,1284,193,238,185,2147,Commanche,7756
3282,53,7,313,124,5071,224,225,135,1677,Rawah,7745
3136,85,3,713,55,1827,223,234,147,2724,Commanche,7756
3201,304,5,212,21,5328,206,237,171,2475,Rawah,7201
3050,270,6,85,13,6443,204,242,177,3171,Rawah,7745
3193,100,17,532,272,1806,246,214,91,2893,Commanche,7757
3051,77,20,30,-7,916,241,199,80,1260,Commanche,7202
3013,323,17,660,92,1597,175,221,184,618,Commanche,7755
2924,70,26,242,124,828,237,180,59,702,Rawah,7745
3228,67,8,212,15,6138,228,224,129,824,Rawah,7202
3290,97,19,283,57,2014,247,208,81,1429,Rawah,8772
3185,115,12,108,12,4562,241,227,114,1978,Rawah,7202
3239,260,19,150,32,1405,171,247,212,2704,Commanche,7757
2130,297,24,108,41,918,145,224,216,800,Cache,4703
3251,353,11,297,35,760,201,221,158,1744,Neota,7202
3109,276,7,192,40,1449,201,242,179,1084,Commanche,7756
2779,51,31,443,47,1034,218,159,53,1988,Commanche,4758
3069,295,19,30,10,1867,162,231,207,400,Commanche,7202
3159,132,20,127,16,2378,248,225,97,3066,Commanche,7757
2914,14,8,30,0,3172,213,224,148,2297,Rawah,7745
3094,80,9,67,6,5138,233,223,122,811,Rawah,7745
2371,330,26,42,15,497,148,198,184,741,Commanche,4703
2438,5,15,30,3,450,200,210,146,888,Commanche,7757
3187,48,14,644,128,1652,224,209,116,3248,Commanche,7757
2832,10,10,30,0,1170,209,220,148,2371,Commanche,7700
3103,62,14,402,87,1697,231,211,110,3649,Commanche,7757
2966,86,8,324,77,3749,232,227,129,2467,Rawah,7745
2810,314,19,277,91,2613,167,222,194,153,Commanche,7757
2747,60,8,242,30,418,226,224,132,2613,Rawah,7745
2851,84,17,541,117,330,242,210,93,1036,Commanche,4704
3040,4,15,0,0,900,200,211,147,1674,Neota,7201
2904,133,15,446,51,2658,243,231,112,2321,Rawah,7745
3001,66,6,594,97,3534,226,228,137,1132,Rawah,4744
3203,202,13,390,49,3211,214,251,170,981,Commanche,7756
3235,273,23,124,23,3920,153,239,222,1430,Rawah,7745
2452,107,16,67,17,421,245,220,99,882,Commanche,2705
2655,15,13,430,60,1249,208,212,140,1702,Rawah,7746
2969,5,14,750,174,2783,201,212,147,1390,Commanche,7756
3037,359,10,277,36,2394,205,222,154,2040,Commanche,7756
2953,66,6,553,151,1198,226,228,137,2553,Commanche,7756
3175,76,4,85,20,2804,225,232,143,5367,Rawah,7745
